text,Label_Final
Turut hadir pula dalam acara tersebut partai koalisi pendukung pasangan Gubernur Jatim nomor urut 1 ini. #KhofifahEmilJatimSatu,Non-Bullying
Woy ngantukkk bgt bangke ga suka msk pagi \xf0\x9f\x98\xad',Makian
USER USER Gerombolan cebong pada ngumpet kayak di sembur air.',Hate Speech / Ancaman
USER Wajar si budek',Fisik
"Udah maenin hati akunya, udah ngacak-ngacak perasaan akunya?? BERESAN DEUI GOBLOG!! BALATAK!! &lt;\\\\3'",Makian
"Aku tak pandai dalam ilmu agama, akupun tak cerdas dalam ilmu dunia. Aku hanya perempuan biasa yang tengah mempelajari keduanya ð??¼",Non-Bullying
"Hanya Presiden Parti je layak jadi PM. Manusia tak berparti ni jangan harap lah.. Parti pun tak ada, nak jd PM macam mana?; #93tahun #buangtabiat",Non-Bullying
"USER USER USER USER Jadi kata kafir itu jg bukan kata yg diobral begitu saja.Juga bukan utk ditutup tutupi.Mmg kejahatan tetaplah kejahatan,bukan salah agamanya,sukunya,warna kulitnya,profesinya...pribadi orangnya",Non-Bullying
USER Edan didinya euy madep T.O.P',Makian
USER USER USER Mampus lu gembel kalah debat kan sama anak kecil. Kelihatan bahwa lu itu kaum cetek. Tau artinya? Kaum yg pikirannya dangkal dan sifatnya memaksakan argumennya diterima padahal bodoh',Ekonomi
"USER USER bloon, dikira lagi attend kelas.'",Makian
"Tidak masuk akal, tdk logis jika pemerintah membiarkan pihak lain mengacaukan proyek strategis EKTP; ; Mengapa pengacauan/penggagalan pencetakan blanko EKTP dibiarkan Presiden SBY ?; ; #kotakpandora ini harus dibuka",Non-Bullying
"USER Aku pake kacamata juga begitu bang, jadi agak sipit.'",Non-Bullying
USER USER USER USER ya kamu kira apa si ketek onta ( \xcd\xa1\xc2\xb0 \xcd\x9c\xca\x96 \xcd\xa1\xc2\xb0)',Hate Speech / Ancaman
60 para sahabat Nabi pergi merantau dan mengembara ke Timur mencari Bani Jawi. Di situlah permulaan Bani Jawi dan dapat menerima Islam tanpa peperangan dan mendukung Islam sebagai satu kewajipan.',Non-Bullying
"USER jadi TKI formal juga bisa (jd millionaire) Om Admin. \n\nRekan2 yg bekerja di sektor oil &amp; gas di TimTeng (Kuwait, UAE &amp; Qatar) rata-rata berpenghasilan bersih 5000 USD perbulan. Itu level operator, blom yg level engineer atau m",Non-Bullying
Kerjasama Sisternet-Kemendes PDTT Dorong Internet dan Medsos Untuk Tingkatkan Ekonomi Pedesaan. USER USER; USER USER;,Non-Bullying
USER USER Tak weh aq bukan yg amek kesah pasal kerajaan pesemua ni buat bodo je as long as aq hidup tenang tanpa beban cukop',Makian
USER USER Umat apaan itu? Umat onta ya? Ustad apa nabi bawa2 umat?? Ustad cangkeman',Agama
USER Kalo jilat si jokowi munafik baru boleh.. cebong pun pada mingkem',Hate Speech / Ancaman
tolak hoax dan ingin pilkada kota kediri damai:,Non-Bullying
Blokir CINA? - Telegram diblokir krn jokowi tuduh digunakan teroris. Sabu asal Cina. Apa Cina kita usir saja sesuai dgn cara berpikir rezim?,Ras
"USER duch duch, Tuti........sepertinya Kunti sudah tidak tahan dengan Tuti'",Non-Bullying
Gimana Cara ngingetin diri sendiri kalo mau KE indomarttt Bawa tas sendiri supaya ga usah nambah2 sampah plastik di rumah \xf0\x9f\x98\xac',Non-Bullying
Memfitnah jendral memfitnah prabowo menyudutkan umat islam... Situ PKI ya? URL,Ras
USER Enak tuh ngentot sama straight',Makian
"Baca berita ormas yang mau ngelaporin pembacaan puisi oleh Ganjar Pranowo (karena dianggap menistakan agama) tapi ga jadi karena baru tahu itu ciptaannya Gus Mus, malah bikin keinget nonton final AFF 2010.",Non-Bullying
"Aku sih berharap para cebong itu demo dan melaporkan USER atas dugaan penistaan agama mereka, biar dunia meliat gerombolan org2 dungu yg slama ini bersembunyi didumay dan diketiak penguasa. ??? #SuramBray",Hate Speech / Ancaman
USER USER USER Pakai memek hua hahaha',Makian
USER USER Corong Congor Cebong \nBiadab !!',Hate Speech / Ancaman
PDIP Sebut Puan Maharani Jadi Prioritas Cawapres Waaaaaw jdi Cawapres Jokowi...#JokowiPuan Keren..Sip AQ Setuju Bangat biar #2019GantiPresiden Bisa Nyata..Ok..lah Kalo begitu ..Keren..? VIVA,Ekonomi
USER apaan si anjir receh bgt gua',Makian
Fiksi atau fakta ?,Non-Bullying
USER asw gua ketawa',Makian
"Teramat byk alasan untuk saling menghimpit itu, penguasaan materi berselubung agama, nasionalisme, ideologi, partai politik, warna kulit. Dada kita sesak oleh asap bom. Mata kita terhalangi oleh pekat debu. Pandangan terbentur oleh kaca dan tembok. Kita",Non-Bullying
Jimin: *ngasih link* dasar maho.\nJIN: SUEEEEE LO NGESHARE APAAAN LO KATA GUE MAU SAMA DIA IDIH OGAAAAH\nRM: GUE MASIH DOYAN CEWEK BURUAN APUSSSSSSSSSSSSSS',Gender
Teman Ahok emank TAI. apalagi pemimpinnya kek BABI! USER,Hate Speech / Ancaman
USER Cebong mana ngerti ...koplak..koplak',Hate Speech / Ancaman
"USER mirip seperti hoax pokemon go = aku yahudi :')""",Non-Bullying
"RT USER: Nah lho....? Gw sih bodo amat, mo jungkir balik kek bodo amat,,, harus instropeksi diri dan mawas diri. apa dan kenapa...? T\xe2\x80\xa6'",Makian
USER saksinya saksi bisu',Non-Bullying
USER apaandah lu goblog',Hate Speech / Ancaman
tweet mijoo yang rt mayan juga wkwkwk emang edan si mbanya',Makian
"USER USER USER Hai goblok, apa kabar kmrn admin USER blg di turki lebih baik? Disana bayi baru lahir dibebankan utang 3,5x lbh parah dr Indo. Gw kasi tau ya, solvability utang kita jauh lbh baik dr ratusan negara lain. Lo kuliah eko",Hate Speech / Ancaman
Lengkap sudah julukan untuk KPK. Mulai dari antek Yahudi sampai Komunis. Hahaha.. Bubarkan Semen Padang FC!!,Hate Speech / Ancaman
USER Kompedium Ajaran Sosial Gereja juga masih oke sampai sekarang mbak. Cuman yang beginian gak dapet prioritas di sekolah katolik.',Non-Bullying
Sejahtera Lahir dicapai dgn Kemakmuran\nSejahtera Bathin dicapai dgn Keadilan\n\nUsaha2 utk mencapai Kemakmuran SUDAH dilakukan oleh REZIM skrg mis;\nPbangunan Infrastruktur\nPbrantasan Ilegal Fishing\nBBM 1 harga\nFreeport\nDll..\nKita apresiasi itu.\n#,Non-Bullying
USER Semua pernyataan kau itu sampah dasar Sontoloyo!',Hate Speech / Ancaman
"Tetes embun terakhir menjadi saksi, akulah perindu yang selalu menyebut namamu dalam bisu.'",Non-Bullying
USER AKU BELAJAR BAHASA ASING.',Non-Bullying
"USER Suda suda, kamu ga perlu minta maaf, aku suda memaafkan dan memaklumi sifat burik mu &lt; 3\n\nsenpai teriak senpai :('",Fisik
USER USER Kesalahan beliau adalah tak bisa dibeli rezim',Non-Bullying
Wah kelas berat nih!; ; Beruntung Jakarta punya Gubernur yang keren gini! Ga pake Amarah dan marah2 dalam bekerja tapi memakai Arah dan Sumingrah dalam menata dan membangun Jakarta!,Ekonomi
USER buaya darat apa buaya air?',Non-Bullying
"USER Dia ..orang to? Rumongso ku ke'te alias monyet""",Hate Speech / Ancaman
"USER Jokowi gak pernah salah, bahkan harga telur naikpun ayamnya yg salah..\n\nUdah geleh sama rejim beginian..\nPengen cepet2 #2019GantiPresiden'",Hate Speech / Ancaman
"14. Seru nih ngobrol sama lu. Sarap juga kayaknya. Btw, suka sama unamenya, bagus.'",Makian
"USER USER USER USER pki, gerwani, pemuda rakyat, baperki tanda2 mulai nampak bangkit kembali, apa harus didiamkan \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x9",Non-Bullying
"Aku lagi nyoba banget pakai bahasa ga nyampur2. Susah ternyata. Semakin aku tau banyak kosakata dari berbagai bahasa, aku kadang jadi bingung ""ini tuh apa"" ""duh lupa aku pokoknya inilah (pakai bahasa asing)"".\n\nSebut saja kemampuanku mengolah mereka ga",Non-Bullying
MAKA INI DPR TERBUSUK !!!,Hate Speech / Ancaman
"8.Di satu sisi, rata \xe2\x80\x93 rata petani hanya miliki kurang dari 2 Ha tanah. Bagaimana bisa produktif? Sementara korporasi tuan tanah terus mengakuisi ribuan hektar #tanah dan terus difasilitasi oleh rejim|#keadilantanah'",Non-Bullying
"Golkar=Setya Novanto, Setya Novanto=Golkar..sekalipun lolos jerat hukum ato di pecat partai. Tetap,Golkar adlh cerminan orang itu,layaknya suharto",Hate Speech / Ancaman
USER Ahahahaha \xf0\x9f\x98\x82 buaya darat apa buaya sungai ?',Non-Bullying
USER itu mah jupe nya yg cupu hahaha',Makian
RT USER USER Visi misi anies-sandi jelas ambisional ingin jadi gubenue sayang mrk suka sara- hoax- finta,Hate Speech / Ancaman
Semoga sehat selalu pak presiden jokowi,Non-Bullying
USER Pagi yg indah. Seprti memek mu',Makian
"Itu sebuah reaksi kekecewaan, akan tetapi dari kalangan ulama seperti habib rizieq mengintruksikan untuk berhenti membully kh. Ma'ruf amin. Dari kalangan ulama sudah clear.pun analisaku hari ini, ulama terpecah. Ada yg berdiri dijalan kebenaran dan ada jug",Non-Bullying
"USER USER Ambang batas capres dimasalahkan skr krn hal ini membuat langkah2 politik oposisi tdk diuntungkan. Mayoritas partai yg tdk tertarik lg dgn figur Prabowo membuat gerakan tagar ganti presiden menjadi satu2nya gerakan yg ditawarkan,",Non-Bullying
"USER USER USER USER Kan janji pak dhe yg d tepati adalah 10jt lapangan kerja!? Tapi bukan untuk rakyat,tapi untuk Tka cina!'",Ras
RT USER: USER aku tak tahu bahasa indon but SIALAN KOK MASIH BERKATA KATA LU BAJINGAN URL,Hate Speech / Ancaman
RT USER USER USER sby lebih byk utangnya tp gak menghasilkan apa-apa. Kalo jokowi utang..kan karna mertua dan presiden 10 thn,Hate Speech / Ancaman
"Kalo kita beda kartu GSM, itu gak masalah asalkan nantinya nama kita berdua ada di kartu Keluarga yang sama.'",Non-Bullying
Ini apaan pada ngomongin antek',Non-Bullying
RT USER: malu-maluin Gerindra punya admin spt ini...,Hate Speech / Ancaman
"USER USER tolong di retweet ini, karena yg selain Islam Nusantara adalah radikal. Inginnya sih Indonesia ini hanya ada Islam Nusantara dan agama lain, hindu budha kristen ahmadiyah dll'",Non-Bullying
USER Gue aja gatau bom yang mana nukanya HAHAHAHAHA',Non-Bullying
"Kebebasan bersuara dan media haruslah berasaskan tiga perkara, iaiu berteraskan tanggungjawab, kebenaran dan mengikut tafsiran citra serta budaya tempatan, bukan acuan barat - PM Najib",Non-Bullying
"Katekismus Gereja Katolik tidak melarang miras secara lantang tapi menentang perbudakan yang bisa disebabkan oleh miras. \n\nBeberapa ayat menyatakan anggur secara positif (Pengkotbah, Mazmur dan Amos) seperti: minumlah anggur dengan hati yang senang da",Non-Bullying
RT USER: USER USER USER Tukang hoax mo basmi hoax sama dengan bunuh diri donk?,Hate Speech / Ancaman
USER Pusing w Uda 2 x Lihat in anak orang eek \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',Non-Bullying
"USER Buaya apa nih? Buaya muara, buaya darat apa siluman buaya?'",Non-Bullying
"Gue bukan org yg religius, tp suka miris aja liat org yg ngakunya religius tp masih sering ngelive di Instagram/Facebook waktu lagi ibadah berlangsung. Mending kita sama-sama duduk diluar minum bir sambil cerita kotor, itu lebih terlihat jujur dan tdk mu",Non-Bullying
Siapa yang kunyuk mas hehe URL,Makian
USER USER USER USER USER USER USER USER mencret hyung',Non-Bullying
"Bubarkan partai gaduh, partai burung pipit dan partai sapi jualan agama",Hate Speech / Ancaman
RT USER Bubarkan DPR! useless,Hate Speech / Ancaman
"Semakan peningkatan kali keempat terhadap KDNK Malaysia oleh Bank Dunia adalah petanda jelas bahawa kerajaan Barisan Nasional menguruskan ekonomi dengan baik, kata Datuk Seri Najib Tun Razak; ; #BersamaBN #HebatkanNegaraku #JomBN #HidupRakyat #ManifestoBN",Non-Bullying
USER Bubarkan KPK! Busuk,Hate Speech / Ancaman
RT USER USER USER USER Jk jokowi mundur lebih jantan.,Hate Speech / Ancaman
"RT USER: Sandiaga diduga kampanyekan Sudirman-Ida di masjid Solo, ini kata KPU | URL URL USER\xe2\x80\xa6'",Non-Bullying
USER Gak krungu bocoran aseng milan arep rekrut pemain argentina ta mbah (emanuel de porras) \xf0\x9f\x98\x82\xf0\x9f\x98\x82',Non-Bullying
USER kadang jijik kita pernah alay dm2an tapi gimana atuh da perjalanan hidup wkwkw',Non-Bullying
USER Pak USER penyesatan yg dilakukan PBNU tampaknya demi kebaikan padahal menyembunyikan JAHAT Islam,Agama
"USER USER Ini bukan tentang mayoritas atau minoritas. Tapi masalah konsep. Sependek pengetahuan saya, tdk ada perintah dlm kitab suci kristen, budha, hindu yg melarang memilih pemimpin, atau teman, atau pegawai, diluar agama mereka.'",Non-Bullying
"USER Dasar onta, pulang aja loe ke arab sana'",Hate Speech / Ancaman
USER Ga sipit udah gede itu kak.',Non-Bullying
URL &lt;-pacar lesbi #xxx #porn #bokep',Pelecehan Seksual
"USER USER USER Raja Ampat dan Papua khususnya bagian barat banyak sekali orang Maluku, jd budaya jg dibawa. Pembangunan dan penyebaran agama Kristen di Papua setau saya ikut dipengaruhi orang Maluku/Ambon karena kami dekat dengan orang Bel",Non-Bullying
USER USER Daripada jilat pantat rijik kaya elu.',Hate Speech / Ancaman
Sepakat dgn argumen USER ini. Pemerintah JKW terkesan hanya fokus pada pembangunan infrastruktur &amp; mengesampingkan kesejahteraan rakyat sendiri. Tenaga kerja asing membanjiri sektor2 yg mestinya diisi WNI. Rakyat nganggur; ; #2019GantiPresid,Hate Speech / Ancaman
USER USER Memang sengaja... Melihat hasil pilkada dki yg memuaskan bagi mereka ..,Non-Bullying
"Hayoo.. Jokower yg pernah ngetwit bantuan sembako itu duit pribadi JKW, buru2 lah hapus twit.. :-)",Non-Bullying
RT USER Pribumi harus tolak etnis cina jadi pemimpin di indonesia jgn di adu dgn pancasila atau bhineka..,Ras
USER USER lo tahu kafir itu apa?',Non-Bullying
"USER USER \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82....dr kmrn sdh terbagak liat kebodohan km kok panas gmn. Sdh di blg klo berkata keadaan sendiri itu pd org lain. Di ulang"" . Dungu btl cebong ini. \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x",Hate Speech / Ancaman
"survey 'dimanakah gereja katolik terdekat dari desa gw?' ini gw lakukan tdk lama setelah tahu gw ditempatin di desa mana, which is 2 bulan lalu. 2 bulan setelahnya, which is hari ini, 2 temen gue itu akhirnya presentasi kondisi desa yg mereka liat kmrn""",Non-Bullying
"USER Encan\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1 \n\nEh lu tau ga orgil yang dirumah gue itu, kemaren kan gue nyapu tuh pas uda sampe teras gue liat dia lagi buka celana megangin titit \xf0\x9f\x98\xa2\xf0\x9f\x98\xa2\xf0\x9f\x98\xa2\xf0\x9",Makian
selamat hari minggu... pki sdh tamat sdh hancur ... awasi gerakan hti klompotan mahluk kaki dua yg di larang di muka bumi Indonesia,Agama
RT USER USER Jentel aja mundur dr jabatan trus keluar dr partai..itu baru ksatria.,Hate Speech / Ancaman
"USER Teteeeppp ujungnya nyalahin pemerintah...ckckckck...pdhl nyangkutnya di dpr 2thn lebih, cb klo gk bnyak msyarakat yg teriak paling jg bapak adem ayem...'",Non-Bullying
GUA UDAH MODAR',Makian
USER USER USER Admin USER ini emang kebangetan tolol kemarin kemarin Dana bantuan dari kemendes diakuin kerja nyata partai gerindra kan guoblog!!!!!!!!!!!!!',Hate Speech / Ancaman
USER USER USER Banyak yang tidak tau dan mengabaikan RPJMN dan kenapa banyak proyek dimasukkan ke PSN. Padahal 2 hal itu yang menyebabkan banyak proyek bisa diselesaikan dgn cepat.; ;,Non-Bullying
USER USER USER USER USER USER USER USER USER USER USER Bikin resah TL saja si monyet kafir USER',Agama
LENGSERKAN JOKOWI DI BAWAH KEKUASAAN CHINA KOMUNIS,Ras
Bini gue kinclong bener kaya gigi spidermen :*,Non-Bullying
"USER Presiden polling , menang mimpi dan onani'",Pelecehan Seksual
Pikiranku terus dibaca &amp; digiring . Silit ireng Dobol ijo!',Makian
RT USER: Maaf saya bukan nya gila hormat di sini tapi tolong yg line nya lebih muda apakah bisa berbicara lebih sopan? Jangan asal\xe2\x80\xa6',Non-Bullying
USER Yang Suka Pencitraan dulu Laris.... Sekarang akan Ada Piala Citra Versi Kecebong Sekolam.. .. \nArtinya para Pencari MAKAN dan Hidup Dari Hasil Penjilatan Kepada Master Kecebong.......\nTidak peduli walaupun Master CEBONG GOBLOK Sekolam..,Hate Speech / Ancaman
USER Aku yang jadi presiden mah aku jamin Negara pasti... Berantakan,Non-Bullying
PDI Perjuangan Targetkan AGK-YA Menang 80 Persen di Tidore. Apa Strateginya? USER USER #AGKYa #MalukuUtara #AGKYa3,Non-Bullying
Yah sekian pandangan awam dari saya wkwwk sekali lg ini cuman pandangan awam gaada riset riset tai kuching apalah itu. Have a good day :)',Non-Bullying
RT USER: Pantasan di pecat dr menteri...data2 aj ngawur dan memkasakan betul..hahaha #AhokPastiTumbang #paslon3 #pilgubdki,Hate Speech / Ancaman
\xe2\x80\x9cpengetahuan tidak dapat menggatikan persahabatan. aku lebih suka jadi orang idiot daripada harus kehilanganmu (spongebob).\xe2\x80\x9d \xe2\x80\x94 patrick',Non-Bullying
USER USER Aktivis 65 anak buah eks pki dan gerwani',Non-Bullying
"Kak...kak...kak...kak...pd manggil kak semua, kyk lg ngeladeni adek2 imut culun di bawah umur, males ahh'",Makian
USER Tepay sekali...diberangus oleh UU MD3 !!!',Non-Bullying
"'Kalau cuma cari suara,cukup bangun Jawa,tapi Presiden Jokowi itu seorang negarawan yang ingin membangun konektivitas di daerah terisolir'..",Non-Bullying
USER USER USER USER USER USER USER USER edan ..edan... \npokoknya #2019GantiPresiden \ndan usir china china keparat gak tau malu',Ras
Sebut 'Rakyat Susah Jadi Kuli Saja Tidak Bisa' Pernyataan Prabowo Subianto Dikritik Keras Netizen calon presidenAbadi,Hate Speech / Ancaman
Presiden Trump: AS-Korut Adakan Pembicaraan Langsung Tingkat Tinggi,Non-Bullying
"""Dan perangilah mereka, supaya jangan Ada FITNAH Dan supaya Agama itu semata untuk ALLOH, jikaâ?¦",Non-Bullying
"USER USER Tapi aturan negara kita nggak (seharusnya) menganut aturan salah satu agama, karena seperti yang lo bilang, negara kita negara beragama BUKAN NEGARA AGAMA. Lagian sender nggak nyinggung ateis kok lo jadi bawa-bawa mereka'",Non-Bullying
"USER Di bagian barat, byk pemimpin keceh nan mempesona. ; ; Tp br kali ini cinta setengah hidup dgn Presiden krn hatinya, kinerjanya &amp; ketulusannya sepaket gak pk diskon #jokowi2periode â??ð??¼",Non-Bullying
RT USER USER siapa yg salah coba kl begini? ya saracen plus buni yani la wong y tegas gubernur sm Direktur RS kan cuma Ahok.,Hate Speech / Ancaman
Alhamdulillah rapat family perdana bani nafisah berjalan dengan khidmat',Non-Bullying
USER USER pemuka agama yahudi ra oleh nyambi po?',Non-Bullying
USER Kan cuma lemparin mercon bukan bom -_-',Non-Bullying
"Gila apaan coba faedahnya ngeroyok orang gara gara bikin meme, dan yang jadi bahan meme juga ga ada hubungannya ama yang ngeroyok. \n\nBORO BORO ANGGOTA KELUARGA, KENAL AJA KAGAK LO KNTL BGST GOBLOOOOOOOO'",Gender
"Kalau saya jd ketua Golkar, Setya Novanto sdh saya pecat krn bikin malu Partai.",Hate Speech / Ancaman
USER Disana teriak aseng aseng juga ga ya?',Non-Bullying
USER Wkwkwk masalahnya gue ga kepikiran si mau dpr qn segitu ya lagian kalu ada pasti bagi2 yg membutuhkan dulu ga tega juga',Non-Bullying
Muncul jg pki berbulu monyet URL,Ras
akbar tandjung dapat kabar ketum golkar sudah ditentukan pihak luar,Non-Bullying
Rezim yg seolah sederhana merakyat dan suka pd kritik koreksi dri rakyat di opinikan terus menerus oleh media pro Diktator,Hate Speech / Ancaman
"Sekarang kalau ke mall diperiksa barang""ya ya. Gapapa mengantisipasi kasus bom kemarin'",Non-Bullying
"USER USER USER USER USER Setuju dibatalin, lah wong ustad ngomongnya ""jancuk"", ""matamu""...kasar dan kotor, apa yg mau diambil ilmunya? Lanjut mas Permadi Arya..\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d'",Makian
"USER tdk mengandung alkohol,Aman untuk anak&amp;untuk bayi pun Aloclair Plus ini tetap bisa digunakan,Finger off, kemasannya tdk bersentuhan langsung dgn luka,terbuat dari lidah buaya&amp;ekstrak kayu manis yg membuat rasa menjadi enak,Nyaman tid",Non-Bullying
"USER USER USER USER itulah yang dimanfaatkan sama akun2 anonim geje kaya Conan, Sinting, dll... bahkan pendukung DPP sampe ga bisa membedakan mana loyalis FH dan AM pada waktu yang berbeda... semakin lama akan semakin rumit kalo ga mencoba memetakan konflik dengan baik'",Non-Bullying
Selamat Hari Kartini 2018. Perempuan hebat untuk Indonesia Maju -Jkw,Non-Bullying
"Di grup wa kantor, ad yg posting bude sumiyati. Di ig story temen jg. Jadi notice kan. Apaan sih ini. Trus kepo liat profilnya. Anjir.. koplak'",Makian
RT USER: #tantegirang lagi asik #ngentot sama #brondong #kontolbrondong #memek chubby tante sampe basah. achhh enk bgt di sodok kont\xe2\x80\xa6',Makian
USER APA GW HRS NULIS JAEMIN X GLADYS LAGI ADHKSLAPWJE BENER BENER UDAH SINTING',Makian
USER USER USER USER USER USER USER USER USER USER USER USER PANASBUNG langganan.',Non-Bullying
Noob ah tidur awal alamak',Non-Bullying
"Aliran sesat dipantau aliran Sangat SESAT USER Sejak 1995, Utang mengatakan MUI telah memantau 300 aliran sesat",Non-Bullying
USER USER USER USER USER USER USER USER USER USER USER USER USER Gue rakyat indonesia sukarela memberantas cebong komunis.',Ras
"USER USER Senang melihat mereka yg dulu membela Ahok saat menista Alquran kini seakan memiliki ghirah agama.; ; Tetapi seharusnya mereka mendahului dengan bertobat telah pernah sesat membela penista agama.; ; Sebab kalau tidak, itu hanya",Agama
"USER Ini adalah salah satu contoh, iblis berwajah manusia'",Hate Speech / Ancaman
"USER Sore Kak Saiful, boleh di restart dulu modem sama STB nya ya. Soalnya mimin cek jaringannya terkoneksi cuma sedikit melambat. Ditunggu kabar baiknya. Thx -Ardil'",Non-Bullying
"Anda yg mencatut Islam Kang Aqil bukan ISIS, kejahatannya menipu, Muhammad bejad dijual nabi",Agama
Usir dubes myanmar pelidung teroris budha SaveRohingya,Agama
USER USER USER USER USER Enak lho dapet beasiswa aseng. Lo gak mau?',Non-Bullying
New post: Dodi Reza Ajak Ciptakan Pilkada Bersih di Sumsel,Non-Bullying
Ingin mencaci maki yang bilang boyband tahun 90-an itu ampas. Emosi kalo ada yang bilang begitu lol. \n\nKarena boyband tahun 90-an itu segalanya! \xf0\x9f\x98\xad Khususnya WESTLIFE \xf0\x9f\x98\xad',Non-Bullying
"USER Arthur memasang wajah terkejut. Gadis asing itu tiba-tiba memarahinya... tentu saja karena ditabok olehnya.\n\n\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4""Maaf, Nona! Tadi ada nyamuk berbahaya yang terbang di sekitar wajahmu. Apa kau baik-baik saja?""'",Non-Bullying
USER Dasar buaya!',Hate Speech / Ancaman
USER USER Ganti presiden semua tka cina pulangin ke dataran cina pakai getek',Ras
USER min minta jadwal kereta jakarta kota-pondok cina jam 11.00-12.30 makasih',Ekonomi
Wkwkwkwkwkwkwkwkwkwkwk abis ini gue diserbu mampus',Makian
BRENGSEK GW BR LIAT ANJEEEENG FIX BGT GUE PINGSAN DULU BYE URL,Hate Speech / Ancaman
Insya Allah Presiden..aaamiinn,Non-Bullying
Muka Si BABi Ahok Tuh Yg Mirip SERBET Lantai....USER...,Hate Speech / Ancaman
USER Ada kampreters yg teriak ASU antek asing aseng gak ya?',Hate Speech / Ancaman
#BahasaAmbon :SARANI = Sebutan orang Maluku untuk penganut agama KRISTEN.,Non-Bullying
"Medan,11.6.1999 - berAgama Kristen Protestan - mengidolakan CR7 - hobi main piano dll - phobia petir dan hewan melata - RMFC.[Mega's Bio]""",Non-Bullying
"4. Tidak tahu apa itu aset dan liabiliti, yang dia tahu ini salah Yahudi.\n\n5. Setelah bertahun tahun, hanya barang yang sama kita miliki.\n\nCinta tidak boleh beri makanan pada gegadis yang perut lapar.\n\nOrang beriman tidak bercita cita hidup dalam k",Non-Bullying
"USER USER USER USER USER USER USER udah deh. Suruh si banci itu pulang dan selesaikan kasus yg harus di pertanggungan jawabkan. SP 3 kan udah di tangan, lantas kenapa dia masih jadi banci ? Lebih",Gender
"Simak berita-berita ekonomi, bisnis, keuangan dan perbankan teraktual disini",Non-Bullying
cina g punya perikemanusiaan makanya aq g suka cina di indonesia,Ras
"Dunia oleh kaum sakit hati selalu dibalik, jadi hancur gini Indonesia. Semuanya pada suudzon",Hate Speech / Ancaman
USER Ia sepakat papres ganti yang labih baik dasn sayang kepada ulama dan rakyat.,Non-Bullying
RT USER USER Ternyta bnyak yg sangkut paut ya teriak cina ternyta keturunan cina teriak pki ternyata pemberontak jg,Ras
"USER USER USER USER Pak USER Presidennya, Pak USER Mentri Keuangannya...\nKarena jadi seorang Presiden itu tak hanya soal otak ekonomi saja yang harus diperhatikan tapi byk faktor...kalau saya jelaskan dsni nanti ada yg",Non-Bullying
"USER USER Dongo dinungo ya mas,, bejo sukses dunyo akherat aamiin. \xf0\x9f\x98\x8a\xf0\x9f\x98\x8a\xf0\x9f\x98\x8a'",Non-Bullying
USER Panas perut dah ni kak maya. Satgi jamban baru durian ja hahahahaha',Non-Bullying
USER MAAF ORG YG ANDA JB MUAK DENGAN ANDA SILAHKAN MODAR AJA SONO',Hate Speech / Ancaman
"KERJA DIKTATOR JOKOWI ITU GUNTING PITA, BAGI-BAGI BERMACAM SERTIFIKAT IKUT MACAM-MACAM UPACARA DAN BUKAN MEMENUHI JANJINYA.",Hate Speech / Ancaman
"Jika Anda jawab pertanyaan apa Muhammad Nabi Gadungan, persoalan sperti ini tak ada lagi, bangsa Indonesia akan kuat",Agama
Pidato ini akn dipake nggak ya di debat capres nanti; #2019GantiPresiden,Non-Bullying
Rezim Diktaktor.. Ekonomi hanya utk Cina.. di sumpah setia UUD PENGKHIANAT USER Turunkan Jokowi,Ras
USER Iblis jahanam ci pembaca puisi',Hate Speech / Ancaman
"USER USER USER USER USER Ya Ampun, hanya di rejim ini, bisa terjadi, nyuit belom ada 1 jam, tiba2 lupa ingatan \n\xf0\x9f\x98\x86'",Non-Bullying
"ini sukmawati bilang suara adzan gak merdu, kupingnya congean apa budek? \xf0\x9f\xa4\x94'",Agama
"USER USER Psti g brni nongol krn udah kthuan belangnya, klopun ada...psti kata2 ""cebong"" yg mrk kluarin, krn mrk khbisan kata n g tau mau ngomong apa.\nSukses bt KPK'",Hate Speech / Ancaman
USER USER Pak aher kita doronguntuk menjadi presiden atau wakil .kebanggaan masyarakat jabar,Non-Bullying
Banyak akun-akun antek komunis pada berkeliaran DaruratPKi,Ras
USER Gak kreatif luu kunyuk',Makian
menolak berita hoax dan mensukseskan pilkada damai:,Non-Bullying
USER SETAN HAHAA',Makian
Kerugian yang ditimbulkan bukan karena Rupiah melainkan karena Rupiah tidak mampu memberikan Nilai Tambah seperti yang diharapkan. Untuk membeli Minyak saja Rupiah harus ditukar ke Mata Uang Asing supaya penjualnya mau menjual barang dagangannya #hening',Non-Bullying
USER HWFWWIH1WIHWOWHWI muito bom',Non-Bullying
USER USER Pake wifi aja masih gembel',Ekonomi
